Product ID,Product name,Combination code,Combination,Amount,Language
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 6","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 6.5","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 7","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 7.5","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 8","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 8.5","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 9","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 9.5","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 10","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 10.5","10","en"
"638","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 11","10","en"
