Product ID,Product name,Combination code,Combination,Amount,Language
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 6","2","en"
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 6.5","2","en"
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 7","2","en"
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 7.5","2","en"
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 8","2","en"
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 8.5","2","en"
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 9","2","en"
"1166","NIKE W Flx Experience Rn 3 MSL","NIK652858601","International: US, Shoe Size: 9.5","2","en"
"1167","NIKE Downshifter 6 MSL","NIK684658002","International: US, Shoe Size: 8","2","en"
"1167","NIKE Downshifter 6 MSL","NIK684658002","International: US, Shoe Size: 8.5","2","en"
"1167","NIKE Downshifter 6 MSL","NIK684658002","International: US, Shoe Size: 9","2","en"
"1167","NIKE Downshifter 6 MSL","NIK684658002","International: US, Shoe Size: 9.5","2","en"
"1167","NIKE Downshifter 6 MSL","NIK684658002","International: US, Shoe Size: 10","2","en"
"1167","NIKE Downshifter 6 MSL","NIK684658002","International: US, Shoe Size: 10.5","2","en"
"1167","NIKE Downshifter 6 MSL","NIK684658002","International: US, Shoe Size: 11","2","en"
"1168","NIKE Downshifter 6 MSL","NIK684658100","International: US, Shoe Size: 8","2","en"
"1168","NIKE Downshifter 6 MSL","NIK684658100","International: US, Shoe Size: 8.5","2","en"
"1168","NIKE Downshifter 6 MSL","NIK684658100","International: US, Shoe Size: 9","2","en"
"1168","NIKE Downshifter 6 MSL","NIK684658100","International: US, Shoe Size: 9.5","2","en"
"1168","NIKE Downshifter 6 MSL","NIK684658100","International: US, Shoe Size: 10","2","en"
"1168","NIKE Downshifter 6 MSL","NIK684658100","International: US, Shoe Size: 10.5","2","en"
"1168","NIKE Downshifter 6 MSL","NIK684658100","International: US, Shoe Size: 11","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 6","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 6.5","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 7","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 7.5","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 8","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 8.5","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 9","2","en"
"1169","NIKE W Downshifter 6 MSL","NIK684771002","International: US, Shoe Size: 9.5","2","en"
"1170","NIKE W Air Downshifter 6 MSL","NIK684771102","International: US, Shoe Size: 6","2","en"
"1170","NIKE W Air Downshifter 6 MSL","NIK684771102","International: US, Shoe Size: 6.5","2","en"
"1170","NIKE W Air Downshifter 6 MSL","NIK684771102","International: US, Shoe Size: 7","2","en"
"1170","NIKE W Air Downshifter 6 MSL","NIK684771102","International: US, Shoe Size: 7.5","2","en"
"1170","NIKE W Air Downshifter 6 MSL","NIK684771102","International: US, Shoe Size: 8","2","en"
"1170","NIKE W Air Downshifter 6 MSL","NIK684771102","International: US, Shoe Size: 8.5","2","en"
"1170","NIKE W Air Downshifter 6 MSL","NIK684771102","International: US, Shoe Size: 9","2","en"
