Product code,Language,Product id,Category,List price,Price,Weight,Quantity,Min quantity,List qty count,Shipping freight,Date added,Inventory tracking,Free shipping,Feature comparison,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,Short description,Status,Image URL,Detailed image URL,Analogue tags
"BRO110182039","en","638","Men","199.00","199.00","0.50","10","0","0","0.00","28 Jul 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110182039_1.jpg#{[en]:;}","BROOKS M Pure Cadence 4","","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","GST","Brand: E[Brooks]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11]","Brands///Brooks; Men///Footwear; Men///Footwear///Running","","A","http://lostcom.us/sportslinkshop/images/detailed/1/bro110182039_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/1/bro110182039_1.jpg","BROOKS M Pure Cadence 4"
