Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Min quantity;List qty count;Shipping freight;Date added;Inventory tracking;Free shipping;Feature comparison;Zero price action;Thumbnail;Detailed image;Product name;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Options;Secondary categories;Short description;Status;Image URL;Detailed image URL;Analogue tags
"BRO120178635";"en";"1009";"Women";"169.00";"169.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120178635_1.jpg#{[en]:;}";"BROOKS W Launch2";"";"BROOKS W Launch2";"BROOKS W Launch2";"BROOKS W Launch2";"BROOKS W Launch2";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks///Women's RUNNING; Brands///Brooks; Women///Footwear///Running; Women///Footwear";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120178635_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120178635_1.jpg";"BROOKS W Launch2"
"BRO120181424";"en";"1010";"Women";"179.00";"179.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120181424_1.jpg#{[en]:;}";"BROOKS W Cascadia 10";"";"BROOKS W Cascadia 10";"BROOKS W Cascadia 10";"BROOKS W Cascadia 10";"BROOKS W Cascadia 10";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks; Brands///Brooks///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120181424_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120181424_1.jpg";"BROOKS W Cascadia 10"
"BRO120181624";"en";"1011";"Women";"179.00";"179.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120181624_1.jpg#{[en]:;}";"BROOKS W Cascadia 10";"";"BROOKS W Cascadia 10";"BROOKS W Cascadia 10";"BROOKS W Cascadia 10";"BROOKS W Cascadia 10";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks///Women's RUNNING; Brands///Brooks; Women///Footwear///Running; Women///Footwear";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120181624_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120181624_1.jpg";"BROOKS W Cascadia 10"
"BRO120182157";"en";"1012";"Women";"189.00";"189.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120182157_1.jpg#{[en]:;}";"BROOKS W Ravenna 6 D width";"";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks///Women's RUNNING; Brands///Brooks; Women///Footwear///Running; Women///Footwear";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120182157_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120182157_1.jpg";"BROOKS W Ravenna 6 D width"
"BRO120182490";"en";"1013";"Women";"189.00";"189.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120182490_1.jpg#{[en]:;}";"BROOKS W Ravenna 6 D width";"";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks///Women's RUNNING; Brands///Brooks; Women///Footwear///Running; Women///Footwear";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120182490_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120182490_1.jpg";"BROOKS W Ravenna 6 D width"
"BRO120182657";"en";"1014";"Women";"189.00";"189.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120182657_1.jpg#{[en]:;}";"BROOKS W Ravenna 6 D width";"";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"BROOKS W Ravenna 6 D width";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks; Brands///Brooks///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120182657_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120182657_1.jpg";"BROOKS W Ravenna 6 D width"
"BRO120183436";"en";"1015";"Women";"279.00";"279.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120183436_1.jpg#{[en]:;}";"BROOKS W Transcend 2";"";"BROOKS W Transcend 2";"BROOKS W Transcend 2";"BROOKS W Transcend 2";"BROOKS W Transcend 2";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks///Women's RUNNING; Brands///Brooks; Women///Footwear///Running; Women///Footwear";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120183436_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120183436_1.jpg";"BROOKS W Transcend 2"
"BRO120183802";"en";"1016";"Women";"279.00";"279.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120183802_1.jpg#{[en]:;}";"BROOKS W Transcend 2";"";"BROOKS W Transcend 2";"BROOKS W Transcend 2";"BROOKS W Transcend 2";"BROOKS W Transcend 2";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks; Brands///Brooks///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120183802_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120183802_1.jpg";"BROOKS W Transcend 2"
"BRO110167024";"en";"1017";"Men";"229.00";"229.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110167024_1.jpg#{[en]:;}";"BROOKS M Glycerin 12";"";"BROOKS M Glycerin 12";"BROOKS M Glycerin 12";"BROOKS M Glycerin 12";"BROOKS M Glycerin 12";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110167024_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110167024_1.jpg";"BROOKS M Glycerin 12"
"BRO110168113";"en";"1018";"Men";"189.00";"189.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110168113_1.jpg#{[en]:;}";"BROOKS M Ghost 7";"";"BROOKS M Ghost 7";"BROOKS M Ghost 7";"BROOKS M Ghost 7";"BROOKS M Ghost 7";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110168113_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110168113_1.jpg";"BROOKS M Ghost 7"
"BRO110181057";"en";"1019";"Men";"199.00";"199.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110181057_1.jpg#{[en]:;}";"BROOKS M Adrenaline GTS 15 2E Width";"";"BROOKS M Adrenaline GTS 15 2E Width";"BROOKS M Adrenaline GTS 15 2E Width";"BROOKS M Adrenaline GTS 15 2E Width";"BROOKS M Adrenaline GTS 15 2E Width";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110181057_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110181057_1.jpg";"BROOKS M Adrenaline GTS 15 2E Width"
"BRO110181168";"en";"1020";"Men";"199.00";"199.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110181168_1.jpg#{[en]:;}";"BROOKS M Adrenaline GTS 15 2E Width";"";"BROOKS M Adrenaline GTS 15 2E Width";"BROOKS M Adrenaline GTS 15 2E Width";"BROOKS M Adrenaline GTS 15 2E Width";"BROOKS M Adrenaline GTS 15 2E Width";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110181168_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110181168_1.jpg";"BROOKS M Adrenaline GTS 15 2E Width"
"BRO110181813";"en";"1021";"Men";"199.00";"199.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110181813_1.jpg#{[en]:;}";"BROOKS M Adrenaline GTS 15 2E";"";"BROOKS M Adrenaline GTS 15 2E";"BROOKS M Adrenaline GTS 15 2E";"BROOKS M Adrenaline GTS 15 2E";"BROOKS M Adrenaline GTS 15 2E";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110181813_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110181813_1.jpg";"BROOKS M Adrenaline GTS 15 2E"
"BRO110182039";"en";"1022";"Men";"199.00";"199.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110182039_1.jpg#{[en]:;}";"BROOKS M Pure Cadence 4";"";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110182039_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110182039_1.jpg";"BROOKS M Pure Cadence 4"
"BRO110182629";"en";"1023";"Men";"199.00";"199.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110182629_1.jpg#{[en]:;}";"BROOKS M Pure Cadence 4";"";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110182629_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110182629_1.jpg";"BROOKS M Pure Cadence 4"
"BRO110183027";"en";"1024";"Men";"169.00";"169.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110183027_1.jpg#{[en]:;}";"BROOKS M Pure Cadence 4";"";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110183027_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110183027_1.jpg";"BROOKS M Pure Cadence 4"
"BRO110183811";"en";"1025";"Men";"169.00";"169.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110183811_1.jpg#{[en]:;}";"BROOKS M Pure Cadence 4";"";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"BROOKS M Pure Cadence 4";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110183811_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110183811_1.jpg";"BROOKS M Pure Cadence 4"
"BRO110186146";"en";"1026";"Men";"189.00";"189.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110186146_1.jpg#{[en]:;}";"BROOKS M Ravenna 6 2E Width";"";"BROOKS M Ravenna 6 2E Width";"BROOKS M Ravenna 6 2E Width";"BROOKS M Ravenna 6 2E Width";"BROOKS M Ravenna 6 2E Width";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110186146_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110186146_1.jpg";"BROOKS M Ravenna 6 2E Width"
"BRO110186313";"en";"1027";"Men";"189.00";"189.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110186313_1.jpg#{[en]:;}";"BROOKS M Ravenna 6 2E";"";"BROOKS M Ravenna 6 2E";"BROOKS M Ravenna 6 2E";"BROOKS M Ravenna 6 2E";"BROOKS M Ravenna 6 2E";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110186313_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110186313_1.jpg";"BROOKS M Ravenna 6 2E"
"BRO110186468";"en";"1028";"Men";"189.00";"189.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110186468_1.jpg#{[en]:;}";"BROOKS M Ravenna 6";"";"BROOKS M Ravenna 6";"BROOKS M Ravenna 6";"BROOKS M Ravenna 6";"BROOKS M Ravenna 6";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110186468_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110186468_1.jpg";"BROOKS M Ravenna 6"
"BRO110187413";"en";"1029";"Men";"179.00";"179.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110187413_1.jpg#{[en]:;}";"BROOKS M Cascadia 10";"";"BROOKS M Cascadia 10";"BROOKS M Cascadia 10";"BROOKS M Cascadia 10";"BROOKS M Cascadia 10";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110187413_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110187413_1.jpg";"BROOKS M Cascadia 10"
"BRO110187613";"en";"1030";"Men";"179.00";"179.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110187613_1.jpg#{[en]:;}";"BROOKS M Cascadia 10";"";"BROOKS M Cascadia 10";"BROOKS M Cascadia 10";"BROOKS M Cascadia 10";"BROOKS M Cascadia 10";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110187613_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110187613_1.jpg";"BROOKS M Cascadia 10"
"BRO110188002";"en";"1031";"Men";"169.00";"169.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110188002_1.jpg#{[en]:;}";"BROOKS M Launch2";"";"BROOKS M Launch2";"BROOKS M Launch2";"BROOKS M Launch2";"BROOKS M Launch2";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110188002_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110188002_1.jpg";"BROOKS M Launch2"
"BRO110188702";"en";"1032";"Men";"169.00";"169.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110188702_1.jpg#{[en]:;}";"BROOKS M Launch2";"";"BROOKS M Launch2";"BROOKS M Launch2";"BROOKS M Launch2";"BROOKS M Launch2";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110188702_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110188702_1.jpg";"BROOKS M Launch2"
"BRO110189668";"en";"1033";"Men";"279.00";"279.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110189668_1.jpg#{[en]:;}";"BROOKS M Transcend 2";"";"BROOKS M Transcend 2";"BROOKS M Transcend 2";"BROOKS M Transcend 2";"BROOKS M Transcend 2";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110189668_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110189668_1.jpg";"BROOKS M Transcend 2"
"BRO110189713";"en";"1034";"Men";"279.00";"279.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro110189713_1.jpg#{[en]:;}";"BROOKS M Transcend 2";"";"BROOKS M Transcend 2";"BROOKS M Transcend 2";"BROOKS M Transcend 2";"BROOKS M Transcend 2";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Brooks; Brands///Brooks///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110189713_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro110189713_1.jpg";"BROOKS M Transcend 2"
"BRO120160646";"en";"1035";"Women";"229.00";"229.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/bro120160646_1.jpg#{[en]:;}";"BROOKS W Glycerin 12";"";"BROOKS W Glycerin 12";"BROOKS W Glycerin 12";"BROOKS W Glycerin 12";"BROOKS W Glycerin 12";"GST";"Brand: E[BROOKS]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Brooks; Brands///Brooks///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120160646_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/bro120160646_1.jpg";"BROOKS W Glycerin 12"
"NIK637382009";"en";"1036";"Men";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik637382009_1.jpg#{[en]:;}";"NIKE The Overplay VIII";"";"NIKE The Overplay VIII";"NIKE The Overplay VIII";"NIKE The Overplay VIII";"NIKE The Overplay VIII";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's BASKETBALL; Men///Footwear; Men///Footwear///Basketball";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik637382009_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik637382009_1.jpg";"NIKE The Overplay VIII"
"NIK637382400";"en";"1037";"Men";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik637382400_1.jpg#{[en]:;}";"NIKE The Overplay VIII";"";"NIKE The Overplay VIII";"NIKE The Overplay VIII";"NIKE The Overplay VIII";"NIKE The Overplay VIII";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's BASKETBALL; Men///Footwear; Men///Footwear///Basketball";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik637382400_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik637382400_1.jpg";"NIKE The Overplay VIII"
"NIK643083302";"en";"1038";"Women";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik643083302_1.jpg#{[en]:;}";"NIKE W Flex Trainer 4";"";"NIKE W Flex Trainer 4";"NIKE W Flex Trainer 4";"NIKE W Flex Trainer 4";"NIKE W Flex Trainer 4";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's WTRAINING; Women///Footwear; Women///Footwear///WTRAINING";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik643083302_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik643083302_1.jpg";"NIKE W Flex Trainer 4"
"NIK652852007";"en";"1039";"Men";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik652852007_1.jpg#{[en]:;}";"NIKE Flex Experience RN 3 MSL";"";"NIKE Flex Experience RN 3 MSL";"NIKE Flex Experience RN 3 MSL";"NIKE Flex Experience RN 3 MSL";"NIKE Flex Experience RN 3 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652852007_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652852007_1.jpg";"NIKE Flex Experience RN 3 MSL"
"NIK652852401";"en";"1040";"Men";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik652852401_1.jpg#{[en]:;}";"NIKE Flex Experience RN 3 MSL";"";"NIKE Flex Experience RN 3 MSL";"NIKE Flex Experience RN 3 MSL";"NIKE Flex Experience RN 3 MSL";"NIKE Flex Experience RN 3 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652852401_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652852401_1.jpg";"NIKE Flex Experience RN 3 MSL"
"NIK652858300";"en";"1041";"Women";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik652858300_1.jpg#{[en]:;}";"NIKE W Flx Experience Rn 3 MSL";"";"NIKE W Flx Experience Rn 3 MSL";"NIKE W Flx Experience Rn 3 MSL";"NIKE W Flx Experience Rn 3 MSL";"NIKE W Flx Experience Rn 3 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652858300_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652858300_1.jpg";"NIKE W Flx Experience Rn 3 MSL"
