Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Min quantity;List qty count;Shipping freight;Date added;Inventory tracking;Free shipping;Feature comparison;Zero price action;Thumbnail;Detailed image;Product name;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Options;Secondary categories;Short description;Status;Image URL;Detailed image URL;Analogue tags
"NIK652858601";"en";"1042";"Women";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik652858601_1.jpg#{[en]:;}";"NIKE W Flx Experience Rn 3 MSL";"";"NIKE W Flx Experience Rn 3 MSL";"NIKE W Flx Experience Rn 3 MSL";"NIKE W Flx Experience Rn 3 MSL";"NIKE W Flx Experience Rn 3 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652858601_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik652858601_1.jpg";"NIKE W Flx Experience Rn 3 MSL"
"NIK684658002";"en";"1043";"Men";"89.00";"89.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik684658002_1.jpg#{[en]:;}";"NIKE Downshifter 6 MSL";"";"NIKE Downshifter 6 MSL";"NIKE Downshifter 6 MSL";"NIKE Downshifter 6 MSL";"NIKE Downshifter 6 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684658002_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684658002_1.jpg";"NIKE Downshifter 6 MSL"
"NIK684658100";"en";"1044";"Men";"89.00";"89.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik684658100_1.jpg#{[en]:;}";"NIKE Downshifter 6 MSL";"";"NIKE Downshifter 6 MSL";"NIKE Downshifter 6 MSL";"NIKE Downshifter 6 MSL";"NIKE Downshifter 6 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684658100_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684658100_1.jpg";"NIKE Downshifter 6 MSL"
"NIK684771002";"en";"1045";"Women";"89.00";"89.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik684771002_1.jpg#{[en]:;}";"NIKE W Downshifter 6 MSL";"";"NIKE W Downshifter 6 MSL";"NIKE W Downshifter 6 MSL";"NIKE W Downshifter 6 MSL";"NIKE W Downshifter 6 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684771002_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684771002_1.jpg";"NIKE W Downshifter 6 MSL"
"NIK684771102";"en";"1046";"Women";"89.00";"89.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik684771102_1.jpg#{[en]:;}";"NIKE W Air Downshifter 6 MSL";"";"NIKE W Air Downshifter 6 MSL";"NIKE W Air Downshifter 6 MSL";"NIKE W Air Downshifter 6 MSL";"NIKE W Air Downshifter 6 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684771102_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik684771102_1.jpg";"NIKE W Air Downshifter 6 MSL"
"NIK685139002";"en";"1047";"Men";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik685139002_1.jpg#{[en]:;}";"NIKE Air Relentless 4 MSL";"";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685139002_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685139002_1.jpg";"NIKE Air Relentless 4 MSL"
"NIK685139003";"en";"1048";"Men";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik685139003_1.jpg#{[en]:;}";"NIKE Air Relentless 4 MSL";"";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685139003_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685139003_1.jpg";"NIKE Air Relentless 4 MSL"
"NIK685139005";"en";"1049";"Men";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik685139005_1.jpg#{[en]:;}";"NIKE Air Relentless 4 MSL";"";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"NIKE Air Relentless 4 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Nike; Brands///Nike///Men's RUNNING; Men///Footwear; Men///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685139005_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685139005_1.jpg";"NIKE Air Relentless 4 MSL"
"NIK685152003";"en";"1050";"Women";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik685152003_1.jpg#{[en]:;}";"NIKE W Air Relentless 4 MSL";"";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685152003_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685152003_1.jpg";"NIKE W Air Relentless 4 MSL"
"NIK685152500";"en";"1051";"Women";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik685152500_1.jpg#{[en]:;}";"NIKE W Air Relentless 4 MSL";"";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685152500_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685152500_1.jpg";"NIKE W Air Relentless 4 MSL"
"NIK685152600";"en";"1052";"Women";"99.00";"99.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/nik685152600_1.jpg#{[en]:;}";"NIKE W Air Relentless 4 MSL";"";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"NIKE W Air Relentless 4 MSL";"GST";"Brand: E[NIKE]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]";"Brands///Nike; Brands///Nike///Women's RUNNING; Women///Footwear; Women///Footwear///Running";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685152600_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/nik685152600_1.jpg";"NIKE W Air Relentless 4 MSL"
"ASIHN2018001";"en";"1053";"Men";"129.00";"129.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/asihn2018001_1.jpg#{[en]:;}";"ONITSUKA TIGER Ultimate 81";"";"ONITSUKA TIGER Ultimate 81";"ONITSUKA TIGER Ultimate 81";"ONITSUKA TIGER Ultimate 81";"ONITSUKA TIGER Ultimate 81";"GST";"Brand: E[ONITSUKA TIGER]";"(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]";"Brands///Onitsuka Tiger; Brands///Onitsuka Tiger///Men's LIFESTYLE; Men///Footwear; Men///Footwear///Lifestyle";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/asihn2018001_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/asihn2018001_1.jpg";"ONITSUKA TIGER Ultimate 81"
"ASITHL2020146";"en";"1054";"Men";"159.00";"159.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/asithl2020146_1.jpg#{[en]:;}";"ONITSUKA TIGER Mexico 66";"<p>The iconic Mexico 66 was born in 1966 and debuted at the 1968 Olympic games pre-trials in Mexico with a premium white leather, stitched with red and blue tiger stripes. Today, the classic runner has been reawakened and remains to be the most popular shoe in the Onitsuka Tiger collection. Since its revival, the heritage racer gets the full-grain leather treatment on the side panels and tiger stripes, while the heel and toecap are finished off with a smooth suede, accompanied by a natural leather heel tab, branded with the Onitsuka Tiger emblem.</p>";"ONITSUKA TIGER Mexico 66";"ONITSUKA TIGER Mexico 66";"ONITSUKA TIGER Mexico 66";"ONITSUKA TIGER Mexico 66";"GST";"Brand: E[ONITSUKA TIGER]";"(Sportslink) International: S[JPN]; (Sportslink) Shoe Size: S[22.5,23,23.5,24,24.5,25,25.5,26,26.5,27]";"Brands///Onitsuka Tiger; Brands///Onitsuka Tiger///Men's LIFESTYLE; Men///Footwear; Men///Footwear///Lifestyle";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/asithl2020146_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/asithl2020146_1.jpg";"ONITSUKA TIGER Mexico 66"
"ASITHL3009099";"en";"1055";"Men";"169.00";"169.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/asithl3009099_1.jpg#{[en]:;}";"ONITSUKA TIGER Tiger Corsair Vin";"";"ONITSUKA TIGER Tiger Corsair Vin";"ONITSUKA TIGER Tiger Corsair Vin";"ONITSUKA TIGER Tiger Corsair Vin";"ONITSUKA TIGER Tiger Corsair Vin";"GST";"Brand: E[ONITSUKA TIGER]";"(Sportslink) International: S[JPN]; (Sportslink) Shoe Size: S[22.5,23,23.5,24,24.5,25,25.5,26,26.5,27]";"Brands///Onitsuka Tiger; Brands///Onitsuka Tiger///Men's LIFESTYLE; Men///Footwear; Men///Footwear///Lifestyle";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/asithl3009099_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/asithl3009099_1.jpg";"ONITSUKA TIGER Tiger Corsair Vin"
"ASITHL7C22301";"en";"1056";"Men";"159.00";"159.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/asithl7c22301_1.jpg#{[en]:;}";"ONITSUKA TIGER Mexico 66";"<p>The iconic Mexico 66 was born in 1966 and debuted at the 1968 Olympic games pre-trials in Mexico with a premium white leather, stitched with red and blue tiger stripes. Today, the classic runner has been reawakened and remains to be the most popular shoe in the Onitsuka Tiger collection. Since its revival, the heritage racer gets the full-grain leather treatment on the side panels and tiger stripes, while the heel and toecap are finished off with a smooth suede, accompanied by a natural leather heel tab, branded with the Onitsuka Tiger emblem.</p>";"ONITSUKA TIGER Mexico 66";"ONITSUKA TIGER Mexico 66";"ONITSUKA TIGER Mexico 66";"ONITSUKA TIGER Mexico 66";"GST";"Brand: E[ONITSUKA TIGER]";"(Sportslink) International: S[JPN]; (Sportslink) Shoe Size: S[22.5,23,23.5,24,24.5,25,25.5,26,26.5,27]";"Brands///Onitsuka Tiger; Brands///Onitsuka Tiger///Men's LIFESTYLE; Men///Footwear; Men///Footwear///Lifestyle";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/asithl7c22301_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/asithl7c22301_1.jpg";"ONITSUKA TIGER Mexico 66"
"ASITH109L1899";"en";"1057";"Men";"119.00";"119.00";"0.50";"10";"0";"0";"0.00";"04 Aug 2015 00:00:00";"O";"N";"N";"R";"";"exim/backup/images/asith109l1899_1.jpg#{[en]:;}";"ONITSUKA TIGER Serrano";"<p>Inspired by the revolutionary track spikes of the 1970's, the Serrano&trade; carries on the racing tradition of Onitsuka Tiger® - The Champion of Sport Shoes.</p>";"ONITSUKA TIGER Serrano";"ONITSUKA TIGER Serrano";"ONITSUKA TIGER Serrano";"ONITSUKA TIGER Serrano";"GST";"Brand: E[ONITSUKA TIGER]";"(Sportslink) International: S[JPN]; (Sportslink) Shoe Size: S[22.5,23,23.5,24,24.5,25,25.5,26,26.5,27]";"Brands///Onitsuka Tiger; Brands///Onitsuka Tiger///Men's LIFESTYLE; Men///Footwear; Men///Footwear///Lifestyle";"";"A";"http://lostcom.us/sportslinkshop/images/detailed/2/asith109l1899_1.jpg";"http://lostcom.us/sportslinkshop/images/detailed/2/asith109l1899_1.jpg";"ONITSUKA TIGER Serrano"
