Product ID,Product name,Combination code,Combination,Amount,Language
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 6","2","en"
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 6.5","2","en"
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 7","2","en"
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 7.5","2","en"
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 8","2","en"
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 8.5","2","en"
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 9","2","en"
"923","BROOKS W Pure Connect 4","","International: US, Shoe Size: 9.5","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 6","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 6.5","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 7","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 7.5","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 8","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 8.5","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 9","2","en"
"922","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 9.5","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 6","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 6.5","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 7","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 7.5","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 8","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 8.5","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 9","2","en"
"920","BROOKS W Adrenaline GTS 15 Dwidth","","International: US, Shoe Size: 9.5","2","en"
"921","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 6","2","en"
"921","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 6.5","2","en"
"921","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 7","2","en"
"921","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 7.5","2","en"
"921","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 8","2","en"
"921","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 8.5","2","en"
"921","BROOKS W Pure Cadence 4","","International: US, Shoe Size: 9","2","en"
