Product ID,Product name,Combination code,Combination,Amount,Language
"1362","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 8","2","en"
"1362","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 8.5","2","en"
"1362","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 9","2","en"
"1362","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 9.5","2","en"
"1362","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 10","2","en"
"1362","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 10.5","2","en"
"1362","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 11","2","en"
"1363","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 8","2","en"
"1363","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 8.5","2","en"
"1363","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 9","2","en"
"1363","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 9.5","2","en"
"1363","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 10","2","en"
"1363","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 10.5","2","en"
"1363","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 11","2","en"
"1364","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 8","2","en"
"1364","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 8.5","2","en"
"1364","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 9","2","en"
"1364","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 9.5","2","en"
"1364","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 10","2","en"
"1364","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 10.5","2","en"
"1364","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 11","2","en"
"1365","BROOKS M Launch2","BRO110188002","International: US, Shoe Size: 8","2","en"
"1365","BROOKS M Launch2","BRO110188002","International: US, Shoe Size: 8.5","2","en"
"1365","BROOKS M Launch2","BRO110188002","International: US, Shoe Size: 9","2","en"
"1365","BROOKS M Launch2","BRO110188002","International: US, Shoe Size: 9.5","2","en"
"1365","BROOKS M Launch2","BRO110188002","International: US, Shoe Size: 10","2","en"
"1365","BROOKS M Launch2","BRO110188002","International: US, Shoe Size: 10.5","2","en"
"1365","BROOKS M Launch2","BRO110188002","International: US, Shoe Size: 11","2","en"
"1366","BROOKS M Launch2","BRO110188702","International: US, Shoe Size: 8","2","en"
"1366","BROOKS M Launch2","BRO110188702","International: US, Shoe Size: 8.5","2","en"
"1366","BROOKS M Launch2","BRO110188702","International: US, Shoe Size: 9","2","en"
"1366","BROOKS M Launch2","BRO110188702","International: US, Shoe Size: 9.5","2","en"
"1366","BROOKS M Launch2","BRO110188702","International: US, Shoe Size: 10","2","en"
"1366","BROOKS M Launch2","BRO110188702","International: US, Shoe Size: 10.5","2","en"
"1366","BROOKS M Launch2","BRO110188702","International: US, Shoe Size: 11","2","en"
"1367","BROOKS M Transcend 2","BRO110189668","International: US, Shoe Size: 8","2","en"
"1367","BROOKS M Transcend 2","BRO110189668","International: US, Shoe Size: 8.5","2","en"
"1367","BROOKS M Transcend 2","BRO110189668","International: US, Shoe Size: 9","2","en"
"1367","BROOKS M Transcend 2","BRO110189668","International: US, Shoe Size: 9.5","2","en"
"1367","BROOKS M Transcend 2","BRO110189668","International: US, Shoe Size: 10","2","en"
"1367","BROOKS M Transcend 2","BRO110189668","International: US, Shoe Size: 10.5","2","en"
"1367","BROOKS M Transcend 2","BRO110189668","International: US, Shoe Size: 11","2","en"
"1368","BROOKS M Transcend 2","BRO110189713","International: US, Shoe Size: 8","2","en"
"1368","BROOKS M Transcend 2","BRO110189713","International: US, Shoe Size: 8.5","2","en"
"1368","BROOKS M Transcend 2","BRO110189713","International: US, Shoe Size: 9","2","en"
