Product code,Language,Product id,Category,List price,Price,Weight,Quantity,Min quantity,List qty count,Shipping freight,Date added,Inventory tracking,Free shipping,Feature comparison,Zero price action,Thumbnail,Detailed image,Product name,Description,Meta keywords,Meta description,Search words,Page title,Taxes,Features,Options,Secondary categories,Short description,Status,Image URL,Detailed image URL,Analogue tags
"BRO120181624","en","1397","Women","179.00","125.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro120181624_1.jpg#{[en]:;}","BROOKS W Cascadia 10","","BROOKS W Cascadia 10","BROOKS W Cascadia 10","BROOKS W Cascadia 10","BROOKS W Cascadia 10","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]","Women///Footwear///Running; Women///Footwear; Brands///Brooks///Women's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro120181624_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro120181624_1.jpg","BROOKS W Cascadia 10"
"BRO120182157","en","1398","Women","189.00","132.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro120182157_1.jpg#{[en]:;}","BROOKS W Ravenna 6 D width","","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]","Women///Footwear///Running; Women///Footwear; Brands///Brooks///Women's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro120182157_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro120182157_1.jpg","BROOKS W Ravenna 6 D width"
"BRO120182490","en","1399","Women","189.00","132.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro120182490_1.jpg#{[en]:;}","BROOKS W Ravenna 6 D width","","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]","Women///Footwear///Running; Women///Footwear; Brands///Brooks///Women's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro120182490_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro120182490_1.jpg","BROOKS W Ravenna 6 D width"
"BRO120182657","en","1400","Women","189.00","132.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro120182657_1.jpg#{[en]:;}","BROOKS W Ravenna 6 D width","","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","BROOKS W Ravenna 6 D width","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]","Women///Footwear///Running; Women///Footwear; Brands///Brooks///Women's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro120182657_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro120182657_1.jpg","BROOKS W Ravenna 6 D width"
"BRO120183436","en","1401","Women","279.00","195.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro120183436_1.jpg#{[en]:;}","BROOKS W Transcend 2","","BROOKS W Transcend 2","BROOKS W Transcend 2","BROOKS W Transcend 2","BROOKS W Transcend 2","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]","Women///Footwear///Running; Women///Footwear; Brands///Brooks///Women's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro120183436_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro120183436_1.jpg","BROOKS W Transcend 2"
"BRO120183802","en","1402","Women","279.00","195.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro120183802_1.jpg#{[en]:;}","BROOKS W Transcend 2","","BROOKS W Transcend 2","BROOKS W Transcend 2","BROOKS W Transcend 2","BROOKS W Transcend 2","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[6,6.5,7,7.5,8,8.5,9,9.5]","Women///Footwear///Running; Women///Footwear; Brands///Brooks///Women's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro120183802_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro120183802_1.jpg","BROOKS W Transcend 2"
"BRO110167024","en","1351","Men","229.00","160.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110167024_1.jpg#{[en]:;}","BROOKS M Glycerin 12","","BROOKS M Glycerin 12","BROOKS M Glycerin 12","BROOKS M Glycerin 12","BROOKS M Glycerin 12","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110167024_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110167024_1.jpg","BROOKS M Glycerin 12"
"BRO110168113","en","1352","Men","189.00","132.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110168113_1.jpg#{[en]:;}","BROOKS M Ghost 7","","BROOKS M Ghost 7","BROOKS M Ghost 7","BROOKS M Ghost 7","BROOKS M Ghost 7","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110168113_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110168113_1.jpg","BROOKS M Ghost 7"
"BRO110181057","en","1353","Men","199.00","139.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110181057_1.jpg#{[en]:;}","BROOKS M Adrenaline GTS 15 2E Width","","BROOKS M Adrenaline GTS 15 2E Width","BROOKS M Adrenaline GTS 15 2E Width","BROOKS M Adrenaline GTS 15 2E Width","BROOKS M Adrenaline GTS 15 2E Width","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110181057_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110181057_1.jpg","BROOKS M Adrenaline GTS 15 2E Width"
"BRO110181168","en","1354","Men","199.00","139.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110181168_1.jpg#{[en]:;}","BROOKS M Adrenaline GTS 15 2E Width","","BROOKS M Adrenaline GTS 15 2E Width","BROOKS M Adrenaline GTS 15 2E Width","BROOKS M Adrenaline GTS 15 2E Width","BROOKS M Adrenaline GTS 15 2E Width","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110181168_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110181168_1.jpg","BROOKS M Adrenaline GTS 15 2E Width"
"BRO110181813","en","1355","Men","199.00","139.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110181813_1.jpg#{[en]:;}","BROOKS M Adrenaline GTS 15 2E","","BROOKS M Adrenaline GTS 15 2E","BROOKS M Adrenaline GTS 15 2E","BROOKS M Adrenaline GTS 15 2E","BROOKS M Adrenaline GTS 15 2E","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110181813_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110181813_1.jpg","BROOKS M Adrenaline GTS 15 2E"
"BRO110182039","en","1356","Men","199.00","139.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110182039_1.jpg#{[en]:;}","BROOKS M Pure Cadence 4","","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110182039_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110182039_1.jpg","BROOKS M Pure Cadence 4"
"BRO110182629","en","1357","Men","199.00","139.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110182629_1.jpg#{[en]:;}","BROOKS M Pure Cadence 4","","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110182629_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110182629_1.jpg","BROOKS M Pure Cadence 4"
"BRO110183027","en","1358","Men","169.00","118.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110183027_1.jpg#{[en]:;}","BROOKS M Pure Cadence 4","","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110183027_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110183027_1.jpg","BROOKS M Pure Cadence 4"
"BRO110183811","en","1359","Men","169.00","118.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110183811_1.jpg#{[en]:;}","BROOKS M Pure Cadence 4","","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","BROOKS M Pure Cadence 4","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110183811_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110183811_1.jpg","BROOKS M Pure Cadence 4"
"BRO110186146","en","1360","Men","189.00","132.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110186146_1.jpg#{[en]:;}","BROOKS M Ravenna 6 2E Width","","BROOKS M Ravenna 6 2E Width","BROOKS M Ravenna 6 2E Width","BROOKS M Ravenna 6 2E Width","BROOKS M Ravenna 6 2E Width","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110186146_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110186146_1.jpg","BROOKS M Ravenna 6 2E Width"
"BRO110186313","en","1361","Men","189.00","132.30","0.50","10","0","0","0.00","31 Aug 2015 00:00:00","O","N","N","R","","exim/backup/images/bro110186313_1.jpg#{[en]:;}","BROOKS M Ravenna 6 2E","","BROOKS M Ravenna 6 2E","BROOKS M Ravenna 6 2E","BROOKS M Ravenna 6 2E","BROOKS M Ravenna 6 2E","GST","Brand: E[BROOKS]","(Sportslink) International: S[US]; (Sportslink) Shoe Size: S[8,8.5,9,9.5,10,10.5,11]","Men///Footwear///Running; Men///Footwear; Brands///Brooks///Men's RUNNING; Brands///Brooks","","A","http://lostcom.us/sportslinkshop/images/detailed/4/bro110186313_1.jpg","http://lostcom.us/sportslinkshop/images/detailed/4/bro110186313_1.jpg","BROOKS M Ravenna 6 2E"
