Product ID,Product name,Combination code,Combination,Amount,Language
"1328","ONITSUKA TIGER Mexico 66 Slip On","ASITH3K0N2001","International: JPN, Shoe Size: 24.5","2","en"
"1328","ONITSUKA TIGER Mexico 66 Slip On","ASITH3K0N2001","International: JPN, Shoe Size: 25","2","en"
"1328","ONITSUKA TIGER Mexico 66 Slip On","ASITH3K0N2001","International: JPN, Shoe Size: 25.5","2","en"
"1328","ONITSUKA TIGER Mexico 66 Slip On","ASITH3K0N2001","International: JPN, Shoe Size: 26","2","en"
"1328","ONITSUKA TIGER Mexico 66 Slip On","ASITH3K0N2001","International: JPN, Shoe Size: 26.5","2","en"
"1328","ONITSUKA TIGER Mexico 66 Slip On","ASITH3K0N2001","International: JPN, Shoe Size: 27","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 22.5","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 23","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 23.5","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 24","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 24.5","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 25","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 25.5","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 26","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 26.5","2","en"
"1329","ONITSUKA TIGER Asist","ASITH3Q0Y0301","International: JPN, Shoe Size: 27","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 22.5","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 23","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 23.5","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 24","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 24.5","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 25","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 25.5","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 26","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 26.5","2","en"
"1330","ONITSUKA TIGER Mexico 66","ASITH3V3L2511","International: JPN, Shoe Size: 27","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 22.5","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 23","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 23.5","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 24","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 24.5","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 25","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 25.5","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 26","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 26.5","2","en"
"1331","ONITSUKA TIGER Rio Runner","ASITH327Y4209","International: JPN, Shoe Size: 27","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 22.5","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 23","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 23.5","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 24","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 24.5","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 25","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 25.5","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 26","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 26.5","2","en"
"1332","ONITSUKA TIGER T Stormer","ASITH430L2550","International: JPN, Shoe Size: 27","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 22.5","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 23","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 23.5","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 24","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 24.5","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 25","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 25.5","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 26","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 26.5","2","en"
"1333","ONITSUKA TIGER T Stormer","ASITH430L5005","International: JPN, Shoe Size: 27","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 22.5","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 23","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 23.5","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 24","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 24.5","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 25","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 25.5","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 26","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 26.5","2","en"
"1334","ONITSUKA TIGER Serrano","ASITH471L6703","International: JPN, Shoe Size: 27","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 6","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 6.5","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 7","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 7.5","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 8","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 8.5","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 9","2","en"
"1335","BROOKS W Ghost 7","BRO120161124","International: US, Shoe Size: 9.5","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 6","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 6.5","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 7","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 7.5","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 8","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 8.5","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 9","2","en"
"1336","BROOKS W Adrenaline GTS 15","BRO120174068","International: US, Shoe Size: 9.5","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 6","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 6.5","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 7","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 7.5","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 8","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 8.5","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 9","2","en"
"1337","BROOKS W Adrenaline GTS 15 Dwidth","BRO120174458","International: US, Shoe Size: 9.5","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 6","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 6.5","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 7","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 7.5","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 8","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 8.5","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 9","2","en"
"1338","BROOKS W Pure Cadence 4","BRO120175052","International: US, Shoe Size: 9.5","2","en"
"1283","BROOKS M Ghost 7","BRO110168113","International: US, Shoe Size: 8","2","en"
"1283","BROOKS M Ghost 7","BRO110168113","International: US, Shoe Size: 8.5","2","en"
"1283","BROOKS M Ghost 7","BRO110168113","International: US, Shoe Size: 9","2","en"
"1283","BROOKS M Ghost 7","BRO110168113","International: US, Shoe Size: 9.5","2","en"
"1283","BROOKS M Ghost 7","BRO110168113","International: US, Shoe Size: 10","2","en"
"1283","BROOKS M Ghost 7","BRO110168113","International: US, Shoe Size: 10.5","2","en"
"1283","BROOKS M Ghost 7","BRO110168113","International: US, Shoe Size: 11","2","en"
"1284","BROOKS M Adrenaline GTS 15 2E Width","BRO110181057","International: US, Shoe Size: 8","2","en"
"1284","BROOKS M Adrenaline GTS 15 2E Width","BRO110181057","International: US, Shoe Size: 8.5","2","en"
"1284","BROOKS M Adrenaline GTS 15 2E Width","BRO110181057","International: US, Shoe Size: 9","2","en"
"1284","BROOKS M Adrenaline GTS 15 2E Width","BRO110181057","International: US, Shoe Size: 9.5","2","en"
"1284","BROOKS M Adrenaline GTS 15 2E Width","BRO110181057","International: US, Shoe Size: 10","2","en"
"1284","BROOKS M Adrenaline GTS 15 2E Width","BRO110181057","International: US, Shoe Size: 10.5","2","en"
"1284","BROOKS M Adrenaline GTS 15 2E Width","BRO110181057","International: US, Shoe Size: 11","2","en"
"1285","BROOKS M Adrenaline GTS 15 2E Width","BRO110181168","International: US, Shoe Size: 8","2","en"
"1285","BROOKS M Adrenaline GTS 15 2E Width","BRO110181168","International: US, Shoe Size: 8.5","2","en"
"1285","BROOKS M Adrenaline GTS 15 2E Width","BRO110181168","International: US, Shoe Size: 9","2","en"
"1285","BROOKS M Adrenaline GTS 15 2E Width","BRO110181168","International: US, Shoe Size: 9.5","2","en"
"1285","BROOKS M Adrenaline GTS 15 2E Width","BRO110181168","International: US, Shoe Size: 10","2","en"
"1285","BROOKS M Adrenaline GTS 15 2E Width","BRO110181168","International: US, Shoe Size: 10.5","2","en"
"1285","BROOKS M Adrenaline GTS 15 2E Width","BRO110181168","International: US, Shoe Size: 11","2","en"
"1286","BROOKS M Adrenaline GTS 15 2E","BRO110181813","International: US, Shoe Size: 8","2","en"
"1286","BROOKS M Adrenaline GTS 15 2E","BRO110181813","International: US, Shoe Size: 8.5","2","en"
"1286","BROOKS M Adrenaline GTS 15 2E","BRO110181813","International: US, Shoe Size: 9","2","en"
"1286","BROOKS M Adrenaline GTS 15 2E","BRO110181813","International: US, Shoe Size: 9.5","2","en"
"1286","BROOKS M Adrenaline GTS 15 2E","BRO110181813","International: US, Shoe Size: 10","2","en"
"1286","BROOKS M Adrenaline GTS 15 2E","BRO110181813","International: US, Shoe Size: 10.5","2","en"
"1286","BROOKS M Adrenaline GTS 15 2E","BRO110181813","International: US, Shoe Size: 11","2","en"
"1287","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 8","2","en"
"1287","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 8.5","2","en"
"1287","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 9","2","en"
"1287","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 9.5","2","en"
"1287","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 10","2","en"
"1287","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 10.5","2","en"
"1287","BROOKS M Pure Cadence 4","BRO110182039","International: US, Shoe Size: 11","2","en"
"1288","BROOKS M Pure Cadence 4","BRO110182629","International: US, Shoe Size: 8","2","en"
"1288","BROOKS M Pure Cadence 4","BRO110182629","International: US, Shoe Size: 8.5","2","en"
"1288","BROOKS M Pure Cadence 4","BRO110182629","International: US, Shoe Size: 9","2","en"
"1288","BROOKS M Pure Cadence 4","BRO110182629","International: US, Shoe Size: 9.5","2","en"
"1288","BROOKS M Pure Cadence 4","BRO110182629","International: US, Shoe Size: 10","2","en"
"1288","BROOKS M Pure Cadence 4","BRO110182629","International: US, Shoe Size: 10.5","2","en"
"1288","BROOKS M Pure Cadence 4","BRO110182629","International: US, Shoe Size: 11","2","en"
"1289","BROOKS M Pure Cadence 4","BRO110183027","International: US, Shoe Size: 8","2","en"
"1289","BROOKS M Pure Cadence 4","BRO110183027","International: US, Shoe Size: 8.5","2","en"
"1289","BROOKS M Pure Cadence 4","BRO110183027","International: US, Shoe Size: 9","2","en"
"1289","BROOKS M Pure Cadence 4","BRO110183027","International: US, Shoe Size: 9.5","2","en"
"1289","BROOKS M Pure Cadence 4","BRO110183027","International: US, Shoe Size: 10","2","en"
"1289","BROOKS M Pure Cadence 4","BRO110183027","International: US, Shoe Size: 10.5","2","en"
"1289","BROOKS M Pure Cadence 4","BRO110183027","International: US, Shoe Size: 11","2","en"
"1290","BROOKS M Pure Cadence 4","BRO110183811","International: US, Shoe Size: 8","2","en"
"1290","BROOKS M Pure Cadence 4","BRO110183811","International: US, Shoe Size: 8.5","2","en"
"1290","BROOKS M Pure Cadence 4","BRO110183811","International: US, Shoe Size: 9","2","en"
"1290","BROOKS M Pure Cadence 4","BRO110183811","International: US, Shoe Size: 9.5","2","en"
"1290","BROOKS M Pure Cadence 4","BRO110183811","International: US, Shoe Size: 10","2","en"
"1290","BROOKS M Pure Cadence 4","BRO110183811","International: US, Shoe Size: 10.5","2","en"
"1290","BROOKS M Pure Cadence 4","BRO110183811","International: US, Shoe Size: 11","2","en"
"1291","BROOKS M Ravenna 6 2E Width","BRO110186146","International: US, Shoe Size: 8","2","en"
"1291","BROOKS M Ravenna 6 2E Width","BRO110186146","International: US, Shoe Size: 8.5","2","en"
"1291","BROOKS M Ravenna 6 2E Width","BRO110186146","International: US, Shoe Size: 9","2","en"
"1291","BROOKS M Ravenna 6 2E Width","BRO110186146","International: US, Shoe Size: 9.5","2","en"
"1291","BROOKS M Ravenna 6 2E Width","BRO110186146","International: US, Shoe Size: 10","2","en"
"1291","BROOKS M Ravenna 6 2E Width","BRO110186146","International: US, Shoe Size: 10.5","2","en"
"1291","BROOKS M Ravenna 6 2E Width","BRO110186146","International: US, Shoe Size: 11","2","en"
"1292","BROOKS M Ravenna 6 2E","BRO110186313","International: US, Shoe Size: 8","2","en"
"1292","BROOKS M Ravenna 6 2E","BRO110186313","International: US, Shoe Size: 8.5","2","en"
"1292","BROOKS M Ravenna 6 2E","BRO110186313","International: US, Shoe Size: 9","2","en"
"1292","BROOKS M Ravenna 6 2E","BRO110186313","International: US, Shoe Size: 9.5","2","en"
"1292","BROOKS M Ravenna 6 2E","BRO110186313","International: US, Shoe Size: 10","2","en"
"1292","BROOKS M Ravenna 6 2E","BRO110186313","International: US, Shoe Size: 10.5","2","en"
"1292","BROOKS M Ravenna 6 2E","BRO110186313","International: US, Shoe Size: 11","2","en"
"1293","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 8","2","en"
"1293","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 8.5","2","en"
"1293","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 9","2","en"
"1293","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 9.5","2","en"
"1293","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 10","2","en"
"1293","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 10.5","2","en"
"1293","BROOKS M Ravenna 6","BRO110186468","International: US, Shoe Size: 11","2","en"
"1294","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 8","2","en"
"1294","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 8.5","2","en"
"1294","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 9","2","en"
"1294","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 9.5","2","en"
"1294","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 10","2","en"
"1294","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 10.5","2","en"
"1294","BROOKS M Cascadia 10","BRO110187413","International: US, Shoe Size: 11","2","en"
"1295","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 8","2","en"
"1295","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 8.5","2","en"
"1295","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 9","2","en"
"1295","BROOKS M Cascadia 10","BRO110187613","International: US, Shoe Size: 9.5","2","en"
